yyyy	mm	dd	sf(m3/s)	sed(t/ha)	orgn(kg/ha)	orgp(kg/ha)	no3n(kg/ha)	nh4n(kg/ha)	no2n(kg/ha)	minp(kg/ha)	solpst(mg/ha)	sorpst(mg/ha)	tp(kg/ha)	tn(kg/ha)	tpst(ppb)
2014	7	1	350	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2014	8	1	274	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2014	9	1	247	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2014	10	1	274	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2014	11	1	318	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2014	12	1	336	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2015	1	1	310	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2015	2	1	262	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2015	3	1	223	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2015	4	1	202	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2015	5	1	535	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2015	6	1	423	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2015	7	1	416	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2015	8	1	450	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2015	9	1	437	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2015	10	1	306	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2015	11	1	248	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2015	12	1	341	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2016	1	1	654	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2016	2	1	682	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2016	3	1	1000	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2016	4	1	1360	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2016	5	1	1140	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2016	6	1	991	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2016	7	1	499	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2016	8	1	542	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2016	9	1	479	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2016	10	1	478	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2016	11	1	567	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2016	12	1	540	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
