yyyy	mm	dd	sf(m3/s)	sed(t/ha)	orgn(kg/ha)	orgp(kg/ha)	no3n(kg/ha)	nh4n(kg/ha)	no2n(kg/ha)	minp(kg/ha)	solpst(mg/ha)	sorpst(mg/ha)	tp(kg/ha)	tn(kg/ha)	tpst(ppb)
2012	2	1	1680	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2012	3	1	2900	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2012	4	1	5087	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2012	5	1	10329	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2012	6	1	15774	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2012	7	1	12393	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2012	8	1	9159	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2012	9	1	6438	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2012	10	1	4869	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2012	11	1	4950	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2012	12	1	3127	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2013	1	1	3092	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2013	2	1	2606	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2013	3	1	3227	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2013	4	1	5087	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2013	5	1	10329	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2013	6	1	15774	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2013	7	1	12393	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2013	8	1	9159	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2013	9	1	6438	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2013	10	1	4869	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2013	11	1	4950	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2013	12	1	3127	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2014	1	1	3092	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2014	2	1	1670	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2014	3	1	2294	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2014	4	1	7730	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2014	5	1	11000	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2014	6	1	12400	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2014	7	1	11300	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2014	8	1	7740	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2014	9	1	7884	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2014	10	1	4730	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2014	11	1	4210	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2014	12	1	2120	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2015	1	1	2820	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2015	2	1	2789	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2015	3	1	2890	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2015	4	1	3550	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2015	5	1	11700	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2015	6	1	14000	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2015	7	1	8590	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2015	8	1	8030	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2015	9	1	10900	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2015	10	1	8770	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2015	11	1	10400	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2015	12	1	7400	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2016	1	1	7100	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2016	2	1	6430	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2016	3	1	6800	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2016	4	1	11200	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2016	5	1	14900	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2016	6	1	17900	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2016	7	1	10200	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2016	8	1	11000	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2016	9	1	8260	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2016	10	1	4230	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2016	11	1	3270	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2016	12	1	2710	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
