yyyy	mm	dd	sf(m3/s)	sed(t/ha)	orgn(kg/ha)	orgp(kg/ha)	no3n(kg/ha)	nh4n(kg/ha)	no2n(kg/ha)	minp(kg/ha)	solpst(mg/ha)	sorpst(mg/ha)	tp(kg/ha)	tn(kg/ha)	tpst(ppb)
2011	4	2	0.3115	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	4	3	0.2781	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	4	4	0.3596	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	4	5	1.1412	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	4	6	0.6541	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	4	7	0.2973	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	4	8	0.2308	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	4	9	0.1999	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	4	10	0.1875	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	4	11	1.9567	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	4	12	0.5607	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	4	13	0.4757	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	4	14	0.6116	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	4	15	0.2747	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	4	16	0.1991	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	4	17	0.3398	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	4	18	0.2645	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	4	19	0.1841	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	4	20	0.9514	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	4	21	0.4474	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	4	22	0.2316	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	4	23	0.1934	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	4	24	0.1744	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	4	25	0.1308	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	4	26	0.9175	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	4	27	4.3891	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	4	28	4.9271	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	4	29	0.8976	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	4	30	0.3908	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	5	1	0.2750	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	5	2	0.2313	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	5	3	0.8438	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	5	4	4.4457	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	5	5	1.4611	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	5	6	0.8353	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	5	7	0.3964	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	5	8	0.2784	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	5	9	0.2112	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	5	10	0.1671	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	5	11	0.1410	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	5	12	0.1203	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	5	13	0.1039	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	5	14	0.1175	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	5	15	0.8353	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	5	16	1.9850	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	5	17	1.1412	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	5	18	0.4049	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	5	19	0.3002	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	5	20	0.4870	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	5	21	1.0392	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	5	22	0.3030	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	5	23	0.2132	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	5	24	0.1775	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	5	25	0.1388	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	5	26	1.4838	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	5	27	5.4085	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	5	28	4.4174	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	5	29	0.9118	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	5	30	0.4502	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	5	31	0.2631	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	6	1	0.1985	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	6	2	0.1563	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	6	3	0.1325	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	6	4	0.1028	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	6	5	0.0912	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	6	6	0.0858	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	6	7	0.0716	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	6	8	0.0595	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	6	9	0.0558	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	6	10	0.0464	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	6	11	0.0399	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	6	12	0.0490	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	6	13	0.0538	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	6	14	0.0436	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	6	15	0.0357	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	6	16	0.0294	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	6	17	0.0244	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	6	18	0.2549	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	6	19	0.1274	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	6	20	0.0688	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	6	21	0.0515	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	6	22	0.0408	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	6	23	0.0456	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	6	24	0.0402	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	6	25	0.0368	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	6	26	0.1792	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	6	27	0.0833	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	6	28	0.0510	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	6	29	0.0402	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	6	30	0.0377	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	7	1	0.0343	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	7	2	0.0278	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	7	3	0.0212	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	7	4	0.0204	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	7	5	0.0170	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	7	6	0.0278	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	7	7	0.0637	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	7	8	0.0227	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	7	9	0.0091	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	7	10	0.0074	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	7	11	0.0054	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	7	12	0.0074	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	7	13	0.0074	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	7	14	0.0065	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	7	15	0.0051	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	7	16	0.0040	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	7	17	0.0034	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	7	18	0.0028	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	7	19	0.0023	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	7	20	0.0020	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	7	21	0.0017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	7	22	0.0014	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	7	23	0.0008	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	7	24	0.0006	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	7	25	0.0003	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	7	26	0.0014	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	7	27	0.0023	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	7	28	0.0017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	7	29	0.0014	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	7	30	0.0017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	7	31	0.0017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	8	1	0.0008	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	8	2	0.0006	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	8	3	0.0006	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	8	4	0.0006	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	8	5	0.0003	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	8	6	0.0003	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	8	7	0.0003	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	8	8	0.0003	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	8	9	0.0017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	8	10	0.0048	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	8	11	0.0017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	8	12	0.0008	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	8	13	0.0003	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	8	14	0.0003	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	8	15	0.0017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	8	16	0.0048	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	8	17	0.0017	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	8	18	0.0008	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	8	19	0.0003	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	8	20	0.0003	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	8	21	0.0020	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	8	22	0.0011	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	8	23	0.0006	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	8	24	0.0006	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	8	25	0.0008	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	8	26	0.0011	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	8	27	0.0028	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	8	28	0.1359	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	8	29	0.8552	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	8	30	0.3143	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	8	31	0.1402	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	9	1	0.0691	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	9	2	0.0345	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	9	3	0.0207	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	9	4	0.0178	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	9	5	0.3398	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	9	6	1.3196	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	9	7	0.7617	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	9	8	0.5012	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	9	9	0.2860	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	9	10	0.1804	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	9	11	0.1184	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	9	12	0.0742	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	9	13	0.0473	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	9	14	0.0742	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	9	15	0.1410	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	9	16	0.2260	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	9	17	0.1481	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	9	18	0.0903	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	9	19	0.0637	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	9	20	0.0765	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	9	21	0.0951	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	9	22	0.0821	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	9	23	0.1563	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	9	24	0.2093	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	9	25	0.1960	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	9	26	0.1277	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	9	27	0.0872	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	9	28	0.0646	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	9	29	0.1430	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	9	30	1.0732	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	10	1	0.5692	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	10	2	1.3677	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	10	3	1.6056	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	10	4	0.8382	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	10	5	0.4332	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	10	6	0.2696	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	10	7	0.2025	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	10	8	0.1674	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	10	9	0.1373	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	10	10	0.1082	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	10	11	0.0912	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
2011	10	12	0.0818	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
